,Schneider.Xr.A,Schneider.Xr.R,Schneider.Xr.N,Schneider.Xr.D,Schneider.Xr.C,Schneider.Xr.Q,Schneider.Xr.E,Schneider.Xr.G,Schneider.Xr.H,Schneider.Xr.I,Schneider.Xr.L,Schneider.Xr.K,Schneider.Xr.M,Schneider.Xr.F,Schneider.Xr.P,Schneider.Xr.S,Schneider.Xr.T,Schneider.Xr.W,Schneider.Xr.Y,Schneider.Xr.V,Grantham.Xr.A,Grantham.Xr.R,Grantham.Xr.N,Grantham.Xr.D,Grantham.Xr.C,Grantham.Xr.Q,Grantham.Xr.E,Grantham.Xr.G,Grantham.Xr.H,Grantham.Xr.I,Grantham.Xr.L,Grantham.Xr.K,Grantham.Xr.M,Grantham.Xr.F,Grantham.Xr.P,Grantham.Xr.S,Grantham.Xr.T,Grantham.Xr.W,Grantham.Xr.Y,Grantham.Xr.V,Schneider.Xd.1,Schneider.Xd.2,Schneider.Xd.3,Schneider.Xd.4,Schneider.Xd.5,Grantham.Xd.1,Grantham.Xd.2,Grantham.Xd.3,Grantham.Xd.4,Grantham.Xd.5
sp|P08979|RPC_BPPHC,0.13882811408504472,0.06407451419309756,0.03356284076781301,0.09611177128964636,0.009153502027585367,0.022883755068963417,0.09458618761838213,0.07017684887815448,0.016781420383906506,0.03661400811034147,0.07170243254941872,0.08543268559079675,0.016781420383906506,0.015255836712642279,0.039665175452869926,0.04271634279539838,0.08085593457700407,0.007627918356321139,0.018307004055170734,0.08085593457700407,5.7387370584778885e-06,2.6486478731436405e-06,1.3873869811704784e-06,3.972971809715461e-06,3.7837826759194865e-07,9.459456689798717e-07,3.909908765116803e-06,2.9009000515382733e-06,6.936934905852392e-07,1.5135130703677946e-06,2.9639630961369312e-06,3.531530497524854e-06,6.936934905852392e-07,6.306304459865812e-07,1.639639159565111e-06,1.765765248762427e-06,3.34234136372888e-06,3.153152229932906e-07,7.567565351838973e-07,3.34234136372888e-06,0.21369162083862897,0.20422166088777852,0.18948864932719697,0.19306451371295072,0.19800797156218067,0.21310841057636626,0.20524709756278675,0.19081562431074062,0.18772153062207436,0.2031072738649874
sp|P07074|MOBC_BPT4,0.06621290803142943,0.05675392116979666,0.05675392116979666,0.05202442773898027,0.009458986861632776,0.018917973723265553,0.033106454015714715,0.07094240146224583,0.05202442773898027,0.061483414600613046,0.061483414600613046,0.11350784233959332,0.02364746715408194,0.02837696058489833,0.02364746715408194,0.08986037518551138,0.07094240146224583,0.009458986861632776,0.06621290803142943,0.02837696058489833,2.7832622955333515e-06,2.385653396171444e-06,2.385653396171444e-06,2.1868489464904904e-06,3.976088993619073e-07,7.952177987238146e-07,1.3916311477666757e-06,2.982066745214305e-06,2.1868489464904904e-06,2.5844578458523975e-06,2.5844578458523975e-06,4.771306792342888e-06,9.940222484047682e-07,1.192826698085722e-06,9.940222484047682e-07,3.7772845439381197e-06,2.982066745214305e-06,3.976088993619073e-07,2.7832622955333515e-06,1.192826698085722e-06,0.20126447499891645,0.204379111274741,0.19387504824970078,0.19897433604237919,0.19677753600344614,0.19700825147808623,0.2119282272199673,0.20456689605718095,0.19420481053091027,0.1922916159094056
sp|O80302|REP_BPIF1,0.05918121438592677,0.05918121438592677,0.06904475011691456,0.04602983341127638,0.016439226218312994,0.039454142923951184,0.052605523898601576,0.05589336914226418,0.03287845243662599,0.06575690487325198,0.09863535730987795,0.08877182157889016,0.016439226218312994,0.04274198816761378,0.03616629768028858,0.09863535730987795,0.04602983341127638,0.016439226218312994,0.03287845243662599,0.08548397633522756,2.144590431480872e-06,2.144590431480872e-06,2.5020221700610174e-06,1.6680147800406781e-06,5.957195643002422e-07,1.4297269543205812e-06,1.906302605760775e-06,2.0254465186208236e-06,1.1914391286004843e-06,2.3828782572009686e-06,3.5743173858014533e-06,3.216885647221308e-06,5.957195643002422e-07,1.5488708671806298e-06,1.3105830414605329e-06,3.5743173858014533e-06,1.6680147800406781e-06,5.957195643002422e-07,1.1914391286004843e-06,3.0977417343612595e-06,0.21263847810299258,0.19640899010846333,0.19297078512611762,0.19925785211872785,0.1954360493000361,0.21147043723790573,0.20255573224597834,0.19289506721563415,0.20523927016728163,0.1878393739892873
sp|P03048|RP28_BPSP1,0.02689259132639975,0.04033888698959963,0.0537851826527995,0.0761956754247993,0.008964197108799917,0.0537851826527995,0.09860616819679908,0.04930308409839954,0.013446295663199876,0.05826728120719946,0.10308826675119905,0.107570365305599,0.03585678843519967,0.04033888698959963,0.017928394217599834,0.04930308409839954,0.0537851826527995,0.013446295663199876,0.02689259132639975,0.05826728120719946,1.0952849534408058e-06,1.6429274301612087e-06,2.1905699068816115e-06,3.103307368082283e-06,3.650949844802686e-07,2.1905699068816115e-06,4.016044829282955e-06,2.0080224146414774e-06,5.476424767204029e-07,2.373117399121746e-06,4.198592321523089e-06,4.381139813763223e-06,1.4603799379210744e-06,1.6429274301612087e-06,7.301899689605372e-07,2.0080224146414774e-06,2.1905699068816115e-06,5.476424767204029e-07,1.0952849534408058e-06,2.373117399121746e-06,0.19899001959909654,0.21484343749618326,0.19332466271368,0.19205454355372814,0.19630523808291228,0.1965679611078917,0.21450991520395166,0.19069586465125718,0.19051696810886184,0.20770910838054546
sp|P14819|RPC1_BPPH8,0.06879124500016094,0.073090697812671,0.04299452812510059,0.09888741468773135,0.008598905625020118,0.025796716875060355,0.08168960343769112,0.08168960343769112,0.008598905625020118,0.06449179218765089,0.08598905625020117,0.06449179218765089,0.008598905625020118,0.03869507531259053,0.04729398093761065,0.07739015062518106,0.030096169687570413,0.021497264062550293,0.025796716875060355,0.060192339375140826,2.6036797480419107e-06,2.7664097322945303e-06,1.6272998425261942e-06,3.7427896378102467e-06,3.2545996850523884e-07,9.763799055157166e-07,3.091869700799769e-06,3.091869700799769e-06,3.2545996850523884e-07,2.440949763789291e-06,3.2545996850523883e-06,2.440949763789291e-06,3.2545996850523884e-07,1.4645698582735748e-06,1.7900298267788135e-06,2.9291397165471495e-06,1.139109889768336e-06,8.136499212630971e-07,9.763799055157166e-07,2.278219779536672e-06,0.1931228902235719,0.19891384256427935,0.20791181909990378,0.19949201578069437,0.19625997951904053,0.19970719993933425,0.18847346093642317,0.20613015241778515,0.2025187672422589,0.20317025673421424
sp|P07394|MATA_BPGA,0.08491324437173683,0.07359147845550526,0.07076103697644737,0.048117505143984204,0.0028304414790578944,0.03679573922775263,0.03396529774869474,0.06793059549738947,0.014152207395289471,0.05377838810209999,0.12736986655760524,0.06793059549738947,0.01698264887434737,0.04528706366492631,0.059439271060215786,0.09057412732985262,0.06226971253927368,0.03396529774869474,0.056608829581157885,0.056608829581157885,3.0181141173092668e-06,2.615698901668031e-06,2.5150950977577224e-06,1.7102646664752512e-06,1.006038039103089e-07,1.3078494508340156e-06,1.2072456469237066e-06,2.4144912938474133e-06,5.030190195515445e-07,1.911472274295869e-06,4.5271711759639e-06,2.4144912938474133e-06,6.036228234618533e-07,1.6096608625649423e-06,2.1126798821164867e-06,3.2193217251298846e-06,2.213283686026796e-06,1.2072456469237066e-06,2.012076078206178e-06,2.012076078206178e-06,0.20456241947190554,0.201059435377788,0.20508385613816424,0.18704272121610102,0.19942112631698336,0.2085614943769516,0.19843381004110472,0.19913763425326123,0.18925235478293623,0.20461460594194236
sp|P10590|PACK_BPCPT,0.0988068582769114,0.07904548662152912,0.05928411496614684,0.08892617244922026,0.00988068582769114,0.01976137165538228,0.03952274331076456,0.02964205748307342,0.03952274331076456,0.06916480079383798,0.0988068582769114,0.05928411496614684,0.05928411496614684,0.03952274331076456,0.00988068582769114,0.12844891575998482,0.08892617244922026,0.0,0.00988068582769114,0.05928411496614684,3.615781294406314e-06,2.892625035525051e-06,2.169468776643788e-06,3.2542031649656825e-06,3.615781294406314e-07,7.231562588812628e-07,1.4463125177625255e-06,1.084734388321894e-06,1.4463125177625255e-06,2.5310469060844196e-06,3.615781294406314e-06,2.169468776643788e-06,2.169468776643788e-06,1.4463125177625255e-06,3.615781294406314e-07,4.700515682728208e-06,3.2542031649656825e-06,0.0,3.615781294406314e-07,2.169468776643788e-06,0.1949563555038946,0.22055034540679205,0.18494133187169,0.19162738941722915,0.19804389197270306,0.20581804520739036,0.22508690530341105,0.18618507593502295,0.1857058041244494,0.19720380785159675
sp|P03660|REP_BPIKE,0.07241650294771702,0.04913976985737941,0.07758911030112539,0.05689868088749195,0.012931518383520899,0.033621947797154335,0.05948498456419613,0.05689868088749195,0.028449340443745974,0.04396716250397105,0.1137973617749839,0.06983019927101285,0.020690429413633436,0.06724389559430867,0.031035644120450154,0.09310693236135047,0.051726073534083594,0.010345214706816718,0.04396716250397105,0.09569323603805464,2.5616844465865005e-06,1.738285874469411e-06,2.744661907056965e-06,2.0127520651751076e-06,4.574436511761608e-07,1.1893534930580181e-06,2.1042407954103396e-06,2.0127520651751076e-06,1.0063760325875538e-06,1.5553084139989467e-06,4.025504130350215e-06,2.470195716351268e-06,7.319098418818573e-07,2.3787069861160362e-06,1.097864762822786e-06,3.2935942884683577e-06,1.8297746047046431e-06,3.6595492094092864e-07,1.5553084139989467e-06,3.38508301870359e-06,0.20825820342065934,0.21388998312882984,0.18146729400134856,0.19524608934881343,0.19855212642364464,0.21315314261958582,0.2130123872081189,0.1856027295845643,0.19009281348704904,0.19813883561195164
sp|Q01437|MOTB_BPT4,0.07581804136353704,0.03790902068176852,0.025272680454512347,0.06318170113628087,0.012636340227256173,0.025272680454512347,0.05686353102265278,0.07581804136353704,0.01895451034088426,0.08845438159079322,0.05686353102265278,0.12004523215893365,0.012636340227256173,0.05054536090902469,0.031590850568140434,0.06318170113628087,0.031590850568140434,0.01895451034088426,0.04422719079539661,0.11372706204530555,2.856257077418253e-06,1.4281285387091266e-06,9.52085692472751e-07,2.3802142311818776e-06,4.760428462363755e-07,9.52085692472751e-07,2.14219280806369e-06,2.856257077418253e-06,7.140642693545633e-07,3.3322999236546287e-06,2.14219280806369e-06,4.5224070392455675e-06,4.760428462363755e-07,1.904171384945502e-06,1.1901071155909388e-06,2.3802142311818776e-06,1.1901071155909388e-06,7.140642693545633e-07,1.6661499618273143e-06,4.28438561612738e-06,0.2226045399609397,0.1935881794416796,0.2011721601876376,0.18322297496163836,0.19309397533447667,0.20305238673006765,0.20027253452947033,0.2064739446873916,0.20305333881576013,0.18714755721588722
sp|P22915|MOTA_BPT4,0.08979591364338953,0.044897956821694764,0.08979591364338953,0.05487528055984915,0.004988661869077196,0.014965985607231587,0.08480725177431232,0.05986394242892635,0.014965985607231587,0.1197278848578527,0.08979591364338953,0.1097505611196983,0.03492063308354037,0.02494330934538598,0.009977323738154392,0.04988661869077196,0.05986394242892635,0.0,0.029931971214463175,0.06485260429800355,3.4303947650651264e-06,1.7151973825325632e-06,3.4303947650651264e-06,2.0963523564286884e-06,1.9057748694806258e-07,5.717324608441877e-07,3.239817278117064e-06,2.286929843376751e-06,5.717324608441877e-07,4.573859686753502e-06,3.4303947650651264e-06,4.192704712857377e-06,1.334042408636438e-06,9.528874347403129e-07,3.8115497389612516e-07,1.9057748694806258e-06,2.286929843376751e-06,0.0,1.1434649216883755e-06,2.4775073303248135e-06,0.1902090566602039,0.2129116511574823,0.18404315539727617,0.20180617645826915,0.20604129845769126,0.1856894602740752,0.20495970286682855,0.19929974208195803,0.2003717404460409,0.20967916375361037
sp|Q9T0V1|REPEB_BPT4,0.028114125017160162,0.028114125017160162,0.028114125017160162,0.08434237505148048,0.0,0.14057062508580082,0.11245650006864065,0.028114125017160162,0.16868475010296097,0.056228250034320325,0.19679887512012115,0.0,0.056228250034320325,0.08434237505148048,0.08434237505148048,0.0,0.028114125017160162,0.0,0.056228250034320325,0.08434237505148048,1.2776703469961013e-06,1.2776703469961013e-06,1.2776703469961013e-06,3.833011040988304e-06,0.0,6.388351734980506e-06,5.110681387984405e-06,1.2776703469961013e-06,7.666022081976609e-06,2.5553406939922026e-06,8.94369242897271e-06,0.0,2.5553406939922026e-06,3.833011040988304e-06,3.833011040988304e-06,0.0,1.2776703469961013e-06,0.0,2.5553406939922026e-06,3.833011040988304e-06,0.17840931348989653,0.17534975166371664,0.23235433108919828,0.1942116165371669,0.1915608622028615,0.19660152464402508,0.16255352640209947,0.2359531324963315,0.21356004315970434,0.19133049562749266
sp|P13772|IMMF_BPPH1,0.0802363772844672,0.0802363772844672,0.034387018836200225,0.05731169806033372,0.011462339612066743,0.034387018836200225,0.06877403767240045,0.0802363772844672,0.011462339612066743,0.06877403767240045,0.14901041495686765,0.11462339612066744,0.04584935844826697,0.0,0.011462339612066743,0.04584935844826697,0.06877403767240045,0.0,0.034387018836200225,0.034387018836200225,3.2627605984369046e-06,3.2627605984369046e-06,1.3983259707586734e-06,2.330543284597789e-06,4.661086569195578e-07,1.3983259707586734e-06,2.796651941517347e-06,3.2627605984369046e-06,4.661086569195578e-07,2.796651941517347e-06,6.059412539954251e-06,4.661086569195578e-06,1.8644346276782312e-06,0.0,4.661086569195578e-07,1.8644346276782312e-06,2.796651941517347e-06,0.0,1.3983259707586734e-06,1.3983259707586734e-06,0.193520949213766,0.21099140595040305,0.1962253392348182,0.21205948394896493,0.175740482039981,0.20876074526113153,0.20095039555145897,0.21564540317816186,0.19959518463146536,0.1750478052691253
sp|P13319|RNH_BPT4,0.05216785026036312,0.035865397053999645,0.055428340901635814,0.07499128474927198,0.009781471923818084,0.01304196256509078,0.0652098128254539,0.03912588769527234,0.01956294384763617,0.08477275667309007,0.07499128474927198,0.11737766308581703,0.029344415771454257,0.03912588769527234,0.02608392513018156,0.07825177539054468,0.035865397053999645,0.01956294384763617,0.061949322184181206,0.061949322184181206,1.9580374223783486e-06,1.3461507278851147e-06,2.0804147612769955e-06,2.814678794668876e-06,3.6713201669594036e-07,4.895093555945871e-07,2.4475467779729355e-06,1.4685280667837614e-06,7.342640333918807e-07,3.1818108113648164e-06,2.814678794668876e-06,4.405584200351284e-06,1.101396050087821e-06,1.4685280667837614e-06,9.790187111891743e-07,2.937056133567523e-06,1.3461507278851147e-06,7.342640333918807e-07,2.325169439074289e-06,2.325169439074289e-06,0.20019328416755802,0.18679677585013535,0.20810694327139,0.20649017844931022,0.19515232762033363,0.2036515562267273,0.19900849880024318,0.19991904739031854,0.20356815607026785,0.1938526191351043
sp|P0DPR0|HA33C_CBCP,0.033973624105541625,0.038220327118734326,0.18685493258047894,0.06794724821108325,0.01274010903957811,0.09342746629023947,0.029726921092348924,0.016986812052770812,0.008493406026385406,0.09767416930343217,0.11466098135620298,0.06794724821108325,0.016986812052770812,0.029726921092348924,0.01274010903957811,0.1189076843693957,0.08068735725066135,0.04246703013192703,0.08068735725066135,0.06370054519789055,1.0518358512859252e-06,1.1833153326966659e-06,5.785097182072589e-06,2.1036717025718505e-06,3.9443844423222197e-07,2.8925485910362945e-06,9.203563698751846e-07,5.259179256429626e-07,2.629589628214813e-07,3.024028072447035e-06,3.5499459980899976e-06,2.1036717025718505e-06,5.259179256429626e-07,9.203563698751846e-07,3.9443844423222197e-07,3.6814254795007386e-06,2.4981101468040723e-06,1.3147948141074065e-06,2.4981101468040723e-06,1.97219222116111e-06,0.20074210370749013,0.1981718334224882,0.1887532024573214,0.2014906021003773,0.20659555529913037,0.17362253384758466,0.1955569927723757,0.19904422305783276,0.2050820238031768,0.2266940950395487
sp|P15966|MATA_BPFR,0.09641117634817184,0.08180342235602459,0.04674481277487119,0.03798016037958284,0.008764652395288348,0.04382326197644174,0.04674481277487119,0.08180342235602459,0.014607753992147247,0.05843101596858899,0.10809737954188964,0.04674481277487119,0.026293957185865045,0.035058609581153394,0.04966636357330064,0.11394048113874852,0.07888187155759513,0.04090171117801229,0.04674481277487119,0.08472497315445404,3.3982535345312247e-06,2.883366635359827e-06,1.6476380773484726e-06,1.3387059378456339e-06,3.089321395028386e-07,1.544660697514193e-06,1.6476380773484726e-06,2.883366635359827e-06,5.148868991713977e-07,2.059547596685591e-06,3.8101630538683427e-06,1.6476380773484726e-06,9.267964185085158e-07,1.2357285580113544e-06,1.750615457182752e-06,4.016117813536902e-06,2.7803892555255477e-06,1.4416833176799136e-06,1.6476380773484726e-06,2.9863440151941067e-06,0.20823914691791803,0.20105163236859522,0.19650921541262492,0.1937602128651261,0.19751824163730636,0.21211146827671115,0.19962278355992907,0.1915721149818649,0.19282658542300612,0.20386694478110898
sp|Q859K6|PORTL_BP44A,0.0412735845947024,0.027515723063134934,0.10089098456482809,0.09171907687711645,0.009171907687711645,0.0412735845947024,0.07796121534554898,0.0412735845947024,0.009171907687711645,0.11006289225253973,0.0825471691894048,0.07796121534554898,0.03668763075084658,0.06878930765783733,0.0412735845947024,0.11923479994025138,0.050445492282414045,0.0,0.06420335381398151,0.050445492282414045,1.362681866928665e-06,9.084545779524434e-07,3.331000119158959e-06,3.0281819265081443e-06,3.0281819265081444e-07,1.362681866928665e-06,2.5739546375319226e-06,1.362681866928665e-06,3.0281819265081444e-07,3.6338183118097735e-06,2.72536373385733e-06,2.5739546375319226e-06,1.2112727706032578e-06,2.2711364448811085e-06,1.362681866928665e-06,3.936636504460588e-06,1.6655000595794795e-06,0.0,2.119727348555701e-06,1.6655000595794795e-06,0.18879525637372546,0.2139262742661477,0.20526179319935092,0.19377611128902952,0.19365461102789047,0.1924784351809331,0.21137694006152963,0.2046621737531423,0.18629503909609982,0.20518726049919883
sp|P27360|HOLIN_BPP21,0.1488857217114656,0.08507755526369463,0.02126938881592366,0.06380816644777097,0.0,0.06380816644777097,0.04253877763184732,0.17015511052738927,0.0,0.08507755526369463,0.17015511052738927,0.08507755526369463,0.04253877763184732,0.06380816644777097,0.02126938881592366,0.1488857217114656,0.08507755526369463,0.06380816644777097,0.08507755526369463,0.06380816644777097,4.346171302479242e-06,2.483526458559567e-06,6.208816146398917e-07,1.8626448439196752e-06,0.0,1.8626448439196752e-06,1.2417632292797835e-06,4.967052917119134e-06,0.0,2.483526458559567e-06,4.967052917119134e-06,2.483526458559567e-06,1.2417632292797835e-06,1.8626448439196752e-06,6.208816146398917e-07,4.346171302479242e-06,2.483526458559567e-06,1.8626448439196752e-06,2.483526458559567e-06,1.8626448439196752e-06,0.20723914070350494,0.19638496747235143,0.17305821194565238,0.19473609000848016,0.2073122010540875,0.20555775968528753,0.20950066837905815,0.17743182254210044,0.2015127159659086,0.2059964125460306
sp|P13329|MOBB_BPT4,0.05434231527833066,0.058223909226782854,0.06598709712368724,0.05434231527833066,0.02717115763916533,0.02328956369071314,0.02717115763916533,0.06598709712368724,0.01552637579380876,0.06986869107213942,0.07375028502059161,0.11644781845356571,0.04269753343297409,0.02717115763916533,0.02717115763916533,0.08927666081440037,0.06210550317523504,0.01552637579380876,0.07375028502059161,0.03493434553606971,1.987689246650868e-06,2.1296670499830727e-06,2.4136226566474822e-06,1.987689246650868e-06,9.93844623325434e-07,8.51866819993229e-07,9.93844623325434e-07,2.4136226566474822e-06,5.679112133288194e-07,2.555600459979687e-06,2.697578263311892e-06,4.2593340999661454e-06,1.5617558366542532e-06,9.93844623325434e-07,9.93844623325434e-07,3.2654894766407112e-06,2.2716448533152775e-06,5.679112133288194e-07,2.697578263311892e-06,1.2778002299898435e-06,0.18801435171230677,0.2047811956553801,0.1931102770971716,0.19541733739477965,0.21479524419190976,0.1981934176392797,0.18887172298370045,0.1950635879537229,0.1994719277582862,0.21839920168720742
sp|P08707|RPC1_BP186,0.07834291367062687,0.05222860911375125,0.036560026379625875,0.07312005275925175,0.015668582734125375,0.03133716546825075,0.06789719184787663,0.08878863549337712,0.015668582734125375,0.07312005275925175,0.09923435731612737,0.05745147002512637,0.01044572182275025,0.04700574820237612,0.015668582734125375,0.09401149640475225,0.041782887291001,0.015668582734125375,0.026114304556875623,0.0626743309365015,2.71716413564337e-06,1.8114427570955797e-06,1.2680099299669058e-06,2.5360198599338116e-06,5.43432827128674e-07,1.086865654257348e-06,2.3548755842242537e-06,3.0794526870624855e-06,5.43432827128674e-07,2.5360198599338116e-06,3.4417412384816016e-06,1.9925870328051376e-06,3.6228855141911596e-07,1.630298481386022e-06,5.43432827128674e-07,3.260596962772044e-06,1.4491542056764638e-06,5.43432827128674e-07,9.057213785477899e-07,2.173731308514696e-06,0.20844170225676434,0.19292916816094896,0.20199237519758403,0.19031224847844355,0.20110164499488403,0.20762684424119252,0.19456570795756842,0.20185975393542732,0.1971083395835656,0.19883917313797045
sp|P03045|REGN_LAMBD,0.07812495079043626,0.12695304503445892,0.058593713092827196,0.019531237697609064,0.009765618848804532,0.06835933194163173,0.06835933194163173,0.04882809424402266,0.009765618848804532,0.07812495079043626,0.08789056963924079,0.10742180733684985,0.009765618848804532,0.0,0.06835933194163173,0.07812495079043626,0.03906247539521813,0.019531237697609064,0.019531237697609064,0.04882809424402266,3.3709730566551013e-06,5.477831217064539e-06,2.528229792491326e-06,8.427432641637753e-07,4.2137163208188766e-07,2.9496014245732136e-06,2.9496014245732136e-06,2.1068581604094383e-06,4.2137163208188766e-07,3.3709730566551013e-06,3.792344688736989e-06,4.635087952900765e-06,4.2137163208188766e-07,0.0,2.9496014245732136e-06,3.3709730566551013e-06,1.6854865283275507e-06,8.427432641637753e-07,8.427432641637753e-07,2.1068581604094383e-06,0.20517590591947335,0.18509612852831742,0.1988681999316514,0.18327280448148545,0.2178213422902678,0.21910924565207682,0.18831962049585327,0.19042057945341356,0.19766817152522204,0.2044819615018022
sp|P13870|REGQ_BP82,0.08556609578738925,0.05854522343347685,0.022517393628260326,0.03152435107956446,0.0,0.07205565961043305,0.07655913833608512,0.04503478725652065,0.01801391490260826,0.04503478725652065,0.12609740431825783,0.08556609578738925,0.013510436176956197,0.027020872353912394,0.013510436176956197,0.0900695745130413,0.0900695745130413,0.04503478725652065,0.03152435107956446,0.05404174470782479,3.5575228032530736e-06,2.434094549594208e-06,9.361902113823877e-07,1.310666295935343e-06,0.0,2.995808676423641e-06,3.1830467187001186e-06,1.8723804227647754e-06,7.489521691059102e-07,1.8723804227647754e-06,5.242665183741372e-06,3.5575228032530736e-06,5.617141268294327e-07,1.1234282536588654e-06,5.617141268294327e-07,3.744760845529551e-06,3.744760845529551e-06,1.8723804227647754e-06,1.310666295935343e-06,2.246856507317731e-06,0.19733907140772622,0.19468416711894343,0.207845455345518,0.19628166586163978,0.1993461615405205,0.2012396094588914,0.19511617652428148,0.19914104548105666,0.20840502209876993,0.1960979591989582
sp|P21681|VAPL_BP186,0.11229384884677743,0.09981675453046883,0.012477094316308604,0.012477094316308604,0.024954188632617207,0.049908377265234415,0.08733966021416023,0.08733966021416023,0.012477094316308604,0.11229384884677743,0.06238547158154302,0.07486256589785162,0.012477094316308604,0.024954188632617207,0.07486256589785162,0.03743128294892581,0.06238547158154302,0.024954188632617207,0.03743128294892581,0.06238547158154302,4.434731834229724e-06,3.941983852648643e-06,4.927479815810804e-07,4.927479815810804e-07,9.854959631621609e-07,1.9709919263243217e-06,3.449235871067563e-06,3.449235871067563e-06,4.927479815810804e-07,4.434731834229724e-06,2.4637399079054022e-06,2.9564878894864824e-06,4.927479815810804e-07,9.854959631621609e-07,2.9564878894864824e-06,1.4782439447432412e-06,2.4637399079054022e-06,9.854959631621609e-07,1.4782439447432412e-06,2.4637399079054022e-06,0.20343934099331684,0.21400102665275164,0.21682713842377282,0.18134469650594123,0.17191070310790876,0.19412053108377453,0.20124024666963958,0.20094607612463566,0.20648604168155174,0.19720661169241685
sp|P06155|VINT_BPPH8,0.06272484937552618,0.0853057951507156,0.04767088552539989,0.06021585540050513,0.015053963850126282,0.03512591565029466,0.05268887347544199,0.050179879500420944,0.04516189155037885,0.06774283732556827,0.07777881322565246,0.07025183130058932,0.03763490962531571,0.030107927700252564,0.030107927700252564,0.07276082527561037,0.040143903600336754,0.02759893372523152,0.030107927700252564,0.07025183130058932,2.4523935238172783e-06,3.3352551923914984e-06,1.8638190781011313e-06,2.354297782864587e-06,5.885744457161468e-07,1.3733403733376757e-06,2.0600105600065136e-06,1.9619148190538225e-06,1.7657233371484403e-06,2.64858500572266e-06,3.040967969533425e-06,2.7466807466753514e-06,1.4714361142903668e-06,1.1771488914322936e-06,1.1771488914322936e-06,2.8447764876280425e-06,1.569531855243058e-06,1.0790531504796024e-06,1.1771488914322936e-06,2.7466807466753514e-06,0.20592721349517107,0.20667353257049578,0.19686168384770344,0.19222226670807932,0.19580630940352947,0.2043405403456747,0.21396544920860036,0.19254315415574025,0.1899011415646614,0.1992496166295824
sp|P68927|VXIS_BPHK0,0.03853158889014073,0.15412635556056292,0.03853158889014073,0.02568772592676049,0.012843862963380245,0.02568772592676049,0.06421931481690123,0.03853158889014073,0.012843862963380245,0.02568772592676049,0.08990704074366171,0.07706317778028146,0.012843862963380245,0.02568772592676049,0.06421931481690123,0.05137545185352098,0.03853158889014073,0.02568772592676049,0.02568772592676049,0.07706317778028146,1.765888508274512e-06,7.063554033098048e-06,1.765888508274512e-06,1.1772590055163413e-06,5.886295027581707e-07,1.1772590055163413e-06,2.943147513790853e-06,1.765888508274512e-06,5.886295027581707e-07,1.1772590055163413e-06,4.120406519307194e-06,3.531777016549024e-06,5.886295027581707e-07,1.1772590055163413e-06,2.943147513790853e-06,2.3545180110326826e-06,1.765888508274512e-06,1.1772590055163413e-06,1.1772590055163413e-06,3.531777016549024e-06,0.2039343873315533,0.2122426327473603,0.16282877270878454,0.20646238065932077,0.20168796358960078,0.1968921539513374,0.2044530999142661,0.20032886730319097,0.21035411067941676,0.18797117952228595
sp|O22001|VXIS_BPMD2,0.08790115030433929,0.15822207054781073,0.0,0.05274069018260358,0.0,0.05274069018260358,0.035160460121735716,0.07032092024347143,0.0,0.07032092024347143,0.08790115030433929,0.05274069018260358,0.035160460121735716,0.017580230060867858,0.05274069018260358,0.05274069018260358,0.05274069018260358,0.0,0.017580230060867858,0.08790115030433929,4.095933311652193e-06,7.372679960973947e-06,0.0,2.457559986991316e-06,0.0,2.457559986991316e-06,1.6383733246608772e-06,3.2767466493217544e-06,0.0,3.2767466493217544e-06,4.095933311652193e-06,2.457559986991316e-06,1.6383733246608772e-06,8.191866623304386e-07,2.457559986991316e-06,2.457559986991316e-06,2.457559986991316e-06,0.0,8.191866623304386e-07,4.095933311652193e-06,0.21794720154118138,0.22011043126994115,0.19713885447607696,0.1574318304164597,0.189791452235473,0.21128953906824072,0.21063173217838937,0.19708811909008023,0.1902241540464135,0.1907656364302139
sp|P25476|VPM_BPP2,0.15460045202289083,0.09192459309469184,0.0041783905952132655,0.04596229654734592,0.0041783905952132655,0.03760551535691939,0.07103264011862552,0.05849746833298572,0.025070343571279595,0.025070343571279595,0.1211733272611847,0.08774620249947858,0.04596229654734592,0.012535171785639797,0.06267585892819898,0.025070343571279595,0.07938942130905205,0.012535171785639797,0.020891952976066327,0.04596229654734592,7.121250745686375e-06,4.2342572001378445e-06,1.9246623636990202e-07,2.1171286000689222e-06,1.9246623636990202e-07,1.7321961273291182e-06,3.2719260182883344e-06,2.6945273091786283e-06,1.1547974182194121e-06,1.1547974182194121e-06,5.581520854727159e-06,4.0417909637679424e-06,2.1171286000689222e-06,5.773987091097061e-07,2.8869935455485303e-06,1.1547974182194121e-06,3.6568584910281384e-06,5.773987091097061e-07,9.623311818495101e-07,2.1171286000689222e-06,0.1983835173120845,0.2005141371740521,0.19295281291479854,0.19294338437642047,0.21102775762743115,0.19437809972888245,0.19805324251236572,0.20206144811788712,0.19141739161480423,0.21408962555982414
